Date,Management Unit,County,Sex,Age,materialSampleType,Weight,Length
1/2/14,Alsea,Benton,F,0,A,12,40
1/2/14,Alsea,Benton,M,0,A,14,42
1/4/14,Stott Mtn,Polk,F,1,A,61,73
1/7/14,Willamette,Lane,F,0,A,51,68
1/8/14,Mt Emily,Union,F,4,A,97,76
1/8/14,Indigo,Lane,M,2,A,120,78
1/9/14,Lookout Mtn,Baker,F,4,A,85,73
1/9/14,Ukiah,Umatilla,M,2,A,104,
1/10/14,Interstate,Lake,F,0,A,55,61
1/11/14,Beulah,Malheur,F,2,C,,80
1/12/14,Murderers Creek,Grant,F,0,A,36,54
1/13/14,Catherine Creek,Union,F,0,A,53,58
1/13/14,Paulina,Lake,F,5,B,,83
1/15/14,Biggs,Wheeler,M,3,A,146,86
1/16/14,Santiam,Clackamas,M,5,C,,97
1/17/14,Metolius,Deschutes,F,2,A,63,72
1/17/14,Murderers Creek,Grant,F,5,C,,80
1/18/14,Starkey,Union,M,4,A,127,79
1/18/14,Silvies,Harney,M,6,C,,81
1/19/14,Tioga,Douglas,M,1,A,85,72
1/20/14,Ochoco,Grant,M,0,A,34,57
1/21/14,Owyhee,Malheur,M,2,A,125,84
1/24/14,Melrose,Douglas,M,6,A,120,80
1/25/14,Alsea,Benton,M,6,C,,88
1/26/14,White River,Wasco,M,3,C,,72
1/26/14,Whitehorse,Malheur,M,3,C,,94
1/30/14,Dixon,Douglas,M,3,A,130,84
2/2/14,Ukiah,Umatilla,F,0,A,37,54
2/3/14,Ukiah,Umatilla,F,4,A,92,79
2/3/14,Catherine Creek,Union,M,4,A,159,86
2/5/14,Ukiah,Umatilla,F,1,A,72,69
2/5/14,Tioga,Coos,F,1,C,,81
2/5/14,Malheur River,Harney,M,5,C,,87
2/6/14,Willamette,Clackamas,F,1,A,87,76
2/9/14,Ukiah,Umatilla,F,1,A,57,66
2/9/14,Silvies,Harney,M,1,B,100,
2/11/14,Lookout Mtn,Baker,M,6,A,118,80
2/17/14,Sixes,Curry,M,2,A,126,83
2/17/14,Interstate,Lake,M,4,C,,84
2/19/14,Ukiah,Umatilla,M,1,A,64,66
2/19/14,Klamath Falls,Klamath,M,1,A,76,
2/20/14,Biggs,Wheeler,F,2,A,,77
2/23/14,Sumpter,Baker,F,11,A,85,81
2/23/14,Grizzly,Jefferson,M,6,A,155,85
2/24/14,Fossil,Wheeler,F,0,A,42,56
2/24/14,Fossil,Wheeler,F,0,A,48,60
2/24/14,Fossil,Wheeler,F,5,A,94,76
2/26/14,Melrose,Douglas,M,4,A,110,80
3/10/14,Maury,Crook,F,2,A,95,74
3/11/14,Indigo,Lane,F,3,A,,72
3/11/14,Siuslaw,Lane,F,4,A,84,76
3/11/14,Rogue,Jackson,M,2,A,105,79
3/12/14,Beatys Butte,Lake,M,2,A,95,76
3/16/14,Evans Creek,Douglas,M,4,A,137,84
3/17/14,Siuslaw,Lane,M,0,A,38,61
3/21/14,Applegate,Jackson,M,2,A,112,78
3/21/14,Sled Springs,Union,M,7,B,114,
3/22/14,Applegate,Jackson,M,2,A,94,78
3/23/14,Melrose,Douglas,M,2,A,100,74
3/23/14,Santiam,Linn,M,3,A,125,85
3/23/14,Grizzly,Jefferson,M,4,A,150,88
3/24/14,Chetco,Curry,F,4,B,70,72
3/25/14,Chetco,Curry,M,1,B,70,72
3/25/14,Melrose,Douglas,F,1,A,70,73
3/25/14,Melrose,Douglas,M,1,A,50,76
3/25/14,Rogue,Jackson,M,5,B,93,83
3/26/14,Melrose,Douglas,M,4,A,130,85
3/29/14,Rogue,Jackson,F,3,C,,71
3/30/14,Melrose,Douglas,M,2,A,85,72
4/2/14,Maury,Crook,F,6,A,104,80
4/4/14,Keno,Klamath,F,2,A,80,67
4/7/14,Applegate,Josephine,F,0,A,54,66
4/8/14,Melrose,Douglas,M,1,A,44,68
4/8/14,Melrose,Douglas,F,1,A,55,68
4/8/14,Evans Creek,Jackson,M,1,A,74,74
4/9/14,Indigo,Douglas,M,3,A,138,80
4/10/14,McKenzie,Lane,M,3,A,119,85
4/11/14,Melrose,Douglas,M,2,A,158,96
4/13/14,McKenzie,Lane,F,1,A,81,78
4/17/14,Keno,Klamath,F,1,A,34,54
4/21/14,Melrose,Douglas,F,0,B,39,64
4/21/14,Melrose,Douglas,F,4,B,71,74
4/21/14,Metolius,Deschutes,M,1,A,120,83
4/24/14,Ochoco,Crook,F,5,A,110,80
4/28/14,Melrose,Douglas,M,1,A,,62
4/29/14,Grizzly,Crook,F,3,A,95,76
4/29/14,Alsea,Lincoln,M,5,C,,90
5/1/14,Keno,Klamath,M,0,A,31,52
5/1/14,Keno,Klamath,F,0,A,31,52
5/1/14,Keno,Klamath,F,0,A,31,52
5/5/14,Keno,Klamath,F,5,A,88,73
5/5/14,Sixes,Coos,M,2,A,,77
5/7/14,Melrose,Douglas,M,1,A,54,66
5/8/14,Alsea,Polk,M,4,A,146,96
5/11/14,Siuslaw,Lane,M,6,B,91,83
5/17/14,McKenzie,Lane,F,1,C,,64
5/17/14,Ukiah,Umatilla,M,2,C,,77
5/18/14,Applegate,Josephine,M,0,A,73,75
5/19/14,Beulah,Malheur,F,2,A,,77
5/19/14,Beulah,Malheur,M,5,A,180,96
5/20/14,Evans Creek,Jackson,M,3,C,,73
5/20/14,Santiam,Clackamas,M,5,C,,93
5/21/14,Alsea,Lane,M,2,A,,80
5/22/14,Alsea,Lincoln,M,1,A,,79
5/22/14,Dixon,Douglas,M,2,A,135,81
5/24/14,Dixon,Douglas,M,6,C,,64
5/28/14,Biggs,Wheeler,F,0,A,57,62
5/28/14,Owyhee,Malheur,M,3,A,165,90
6/2/14,Alsea,Lincoln,M,2,C,,80
6/5/14,Murderers Creek,Grant,M,2,A,98,76
6/20/14,Dixon,Douglas,F,1,A,85,69
6/29/14,Keno,Klamath,M,3,A,140,
7/4/14,Willamette,Multnomah,M,1,A,118,85
7/5/14,Rogue,Jackson,F,0,A,34,60
7/7/14,Tioga,Douglas,F,5,A,74,75
7/7/14,Melrose,Douglas,M,2,B,115,85
7/9/14,Applegate,Jackson,F,2,A,73,77
7/11/14,McKenzie,Linn,M,7,A,125,81
7/14/14,Beulah,Malheur,M,2,A,60,69
7/17/14,Catherine Creek,Union,M,5,A,126,78
7/23/14,Dixon,Douglas,F,2,A,90,70
7/29/14,Melrose,Douglas,F,2,A,95,69
7/29/14,Tioga,Coos,M,1,A,80,73
7/29/14,McKenzie,Lane,F,2,C,,81
8/1/14,Tioga,Coos,F,1,A,63,67
8/1/14,Tioga,Coos,M,1,B,68,70
8/1/14,Applegate,Jackson,F,3,B,71,71
8/1/14,Willamette,Clackamas,F,1,A,70,72
8/1/14,Tioga,Coos,F,7,A,95,72
8/2/14,Malheur River,Harney,F,2,B,,72
8/3/14,Santiam,Linn,M,3,C,,98
8/4/14,Tioga,Douglas,M,3,A,120,79
8/7/14,Powers,Douglas,M,1,A,63,65
8/10/14,Indigo,Lane,F,1,A,46,
8/11/14,McKenzie,Lane,M,1,A,80,74
8/13/14,Alsea,Benton,M,4,A,130,
8/13/14,Keating,Baker,F,9,A,100,81
8/22/14,Fossil,Wheeler,M,1,A,,70
8/22/14,McKenzie,Linn,M,2,A,106,80
8/25/14,Tioga,Douglas,M,2,A,95,70
8/27/14,Alsea,Benton,M,1,A,106,82
8/30/14,Mt Emily,Umatilla,M,1,C,,73
8/31/14,Grizzly,Jefferson,F,7,B,,77
9/2/14,Siuslaw,Lane,M,2,A,114,75
9/2/14,Lookout Mtn,Baker,F,2,C,,76
9/3/14,Heppner,Umatilla,F,1,C,,76
9/4/14,Paulina,Deschutes,F,5,A,105,
9/5/14,Grizzly,Jefferson,F,1,A,60,44
9/7/14,Stott Mtn,Lincoln,M,6,C,,92
9/7/14,Santiam,Marion,M,6,C,,96
9/9/14,Wenaha,Union,M,1,A,78,70
9/9/14,Mt Emily,Umatilla,M,3,A,116,80
9/9/14,Northside,Grant,M,2,C,,85
9/14/14,Sled Springs,Wallowa,F,9,C,,83
9/15/14,Alsea,Polk,M,0,A,28,50
9/20/14,Applegate,Jackson,M,2,A,98,80
9/20/14,Heppner,Morrow,F,4,C,,87
9/21/14,White River,Wasco,F,1,A,109,90
9/22/14,Alsea,Benton,M,1,A,126,75
9/23/14,Biggs,Wasco,F,2,A,,78
9/24/14,Murderers Creek,Grant,M,3,B,90,77
9/24/14,Pine Creek,Wallowa,M,1,C,,83
9/25/14,Mt Emily,Union,M,9,A,123,80
9/27/14,McKenzie,Linn,M,1,A,86,76
9/27/14,Ochoco,Wheeler,F,6,C,,80
9/28/14,McKenzie,Linn,M,3,B,130,88
9/28/14,Keno,Klamath,M,1,A,95,
10/6/14,Santiam,Clackamas,M,1,B,,80
10/7/14,Evans Creek,Josephine,F,0,B,40,62
10/7/14,Sled Springs,Wallowa,F,1,C,,65
10/7/14,Willamette,Benton,M,1,A,90,76
10/8/14,Willamette,Benton,F,4,A,81,
10/9/14,Ochoco,Wheeler,F,2,C,,74
10/9/14,Hood,Hood River,M,2,B,,78
10/10/14,McKenzie,Lane,M,3,C,,70
10/10/14,Stott Mtn,Polk,M,2,C,,82
10/10/14,Evans Creek,Douglas,M,4,C,,96
10/11/14,Alsea,Lincoln,F,2,C,,72
10/11/14,Metolius,Deschutes,F,2,A,100,78
10/14/14,Fossil,Wheeler,F,3,C,,93
10/15/14,Applegate,Jackson,F,2,A,84,75
10/15/14,Upper Deschutes,Deschutes,M,2,A,105,78
10/17/14,Evans Creek,Douglas,M,1,C,,73
10/17/14,Siuslaw,Douglas,M,1,C,,77
10/19/14,Sixes,Curry,M,3,B,130,86
10/20/14,Evans Creek,Douglas,F,1,A,51,64
10/21/14,Maupin,Wasco,F,2,A,90,76
10/21/14,Stott Mtn,Polk,M,2,A,120,82
10/21/14,Grizzly,Crook,M,1,A,140,83
10/22/14,White River,Wasco,F,1,A,60,67
10/22/14,Rogue,Jackson,M,1,B,,76
10/23/14,Upper Deschutes,Deschutes,F,2,C,,84
10/25/14,Siuslaw,Lane,F,1,B,75,70
10/25/14,Alsea,Lincoln,M,1,C,,78
10/25/14,Siuslaw,Lane,M,5,C,,91
10/25/14,Saddle Mtn,Clatsop,M,3,C,,94
10/26/14,Tioga,Douglas,M,1,C,,77
10/26/14,Tioga,Douglas,M,1,C,,78
10/27/14,Evans Creek,Josephine,F,2,A,77,76
10/27/14,Metolius,Deschutes,F,1,A,60,79
10/28/14,Steens Mtn,Harney,M,3,A,155,83
10/29/14,Silvies,Harney,M,4,C,,90
10/30/14,Ukiah,Umatilla,F,1,C,,74
10/31/14,Sumpter,Malheur,F,5,C,,74
11/2/14,Evans Creek,Douglas,F,0,C,,66
11/4/14,Metolius,Deschutes,M,5,C,,91
11/7/14,Dixon,Jackson,M,0,A,33,54
11/8/14,Heppner,Morrow,M,1,C,,84
11/10/14,Paulina,Crook,M,1,A,81,72
11/10/14,Sled Springs,Wallowa,M,2,C,,87
11/12/14,Heppner,Morrow,F,2,C,,73
11/14/14,Chesnimnus,Wallowa,F,3,C,,84
11/15/14,McKenzie,Linn,M,3,A,125,88
11/18/14,Mt Emily,Union,M,6,A,141,86
11/18/14,Maury,Crook,M,2,A,150,87
11/19/14,Santiam,Marion,F,2,C,,80
11/21/14,Heppner,Grant,F,3,A,102,74
11/23/14,Alsea,Lane,F,1,A,38,74
11/23/14,Catherine Creek,Union,M,3,C,,81
11/25/14,Northside,Grant,F,6,A,95,74
11/30/14,Wenaha,Union,F,1,A,98,75
12/2/14,Santiam,Marion,F,4,C,,90
12/3/14,Maury,Crook,F,2,A,100,77
12/3/14,Pine Creek,Baker,F,0,A,32,
12/4/14,Tioga,Coos,M,7,C,,93
12/7/14,Interstate,Lake,F,3,A,58,72
12/8/14,Maury,Crook,M,1,A,60,68
12/8/14,Maury,Crook,M,1,A,60,68
12/8/14,Evans Creek,Jackson,M,1,A,66,71
12/9/14,Beatys Butte,Lake,M,1,A,64,69
12/9/14,Beatys Butte,Lake,M,2,A,76,77
12/9/14,Santiam,Clackamas,F,12,A,,79
12/9/14,Santiam,Linn,F,1,C,,85
12/11/14,Indigo,Lane,M,0,A,50,67
12/11/14,Heppner,Grant,M,3,A,138,89
12/13/14,Beulah,Malheur,M,0,A,20,49
12/14/14,Santiam,Marion,F,3,B,75,76
12/15/14,Fossil,Wheeler,F,1,A,84,80
12/18/14,Applegate,Jackson,M,4,B,,80
12/19/14,Powers,Douglas,F,2,C,,66
12/20/14,Silvies,Harney,M,6,C,,81
12/24/14,Murderers Creek,Grant,F,5,A,97,74
12/25/14,McKenzie,Lane,M,2,A,90,84
12/26/14,Maury,Crook,M,1,A,85,71
12/26/14,McKenzie,Lane,M,1,C,,74
12/27/14,Dixon,Douglas,M,2,A,145,81
12/27/14,Maury,Crook,M,6,A,,87
12/28/14,Malheur River,Harney,M,3,C,,84
12/30/14,Maury,Crook,F,0,A,,65
12/30/14,Maury,Crook,M,0,A,,68
12/30/14,McKenzie,Linn,F,1,B,61,73
12/30/14,Maury,Crook,F,2,A,,81
12/31/14,Maury,Crook,M,1,A,102,80
12/31/14,Silver Lake,Klamath,M,2,A,120,
1/3/15,Maury,Crook,F,0,A,,66
1/3/15,Sled Springs,Wallowa,F,1,B,,68
1/3/15,Maury,Crook,F,4,A,,78
1/3/15,Minam,Wallowa,F,0,C,,80
1/5/15,McKenzie,Linn,F,1,A,76,74
1/14/15,Indigo,Douglas,M,3,A,147,88
1/14/15,Biggs,Wheeler,M,5,A,167,88
1/15/15,White River,Wasco,M,7,B,,102
1/18/15,Rogue,Jackson,F,2,A,76,78
1/19/15,Fossil,Wheeler,F,3,A,120,84
1/22/15,Fossil,Wheeler,F,0,A,70,69
1/24/15,Alsea,Lincoln,F,5,B,,73
1/25/15,Melrose,Douglas,M,0,A,47,65
1/28/15,Stott Mtn,Polk,F,1,C,,84
1/29/15,McKenzie,Lane,F,1,A,66,66
1/29/15,McKenzie,Lane,M,1,A,82,76
1/29/15,McKenzie,Lane,M,1,A,86,76
1/30/15,Fort Rock,Lake,M,0,C,,72
1/30/15,Paulina,Deschutes,M,2,A,110,80
1/31/15,Walla Walla,Umatilla,M,0,C,,81
2/4/15,Fossil,Wheeler,M,2,A,135,84
2/7/15,Paulina,Deschutes,F,3,C,,84
2/9/15,Beulah,Malheur,M,5,C,,72
2/11/15,Evans Creek,Jackson,M,6,A,131,84
2/12/15,Ukiah,Umatilla,M,3,A,136,81
2/13/15,Rogue,Jackson,F,3,A,70,74
2/18/15,Santiam,Marion,F,0,A,50,63
2/18/15,Fossil,Gilliam,F,5,A,110,83
2/19/15,Willamette,Clackamas,M,1,C,,104
2/20/15,Applegate,Jackson,M,6,A,128,81
2/20/15,Fossil,Wheeler,F,12,B,,85
2/21/15,Melrose,Douglas,M,3,A,140,80
2/22/15,Tioga,Coos,M,3,B,98,78
2/22/15,Catherine Creek,Union,M,5,A,139,83
2/28/15,Upper Deschutes,Deschutes,M,4,C,,77
2/28/15,Fossil,Wheeler,F,1,A,78,79
2/28/15,Fossil,Wheeler,M,1,A,134,85
3/1/15,Siuslaw,Lane,F,0,A,43,67
3/1/15,Siuslaw,Douglas,F,4,A,69,72
3/1/15,Paulina,Deschutes,F,2,C,,77
3/1/15,Sixes,Coos,F,5,C,,81
3/1/15,Dixon,Douglas,M,1,B,100,84
3/2/15,Sled Springs,Wallowa,M,0,A,30,61
3/2/15,Sled Springs,Wallowa,F,0,A,30,61
3/3/15,Sixes,Coos,F,2,A,100,73
3/3/15,Willamette,Clackamas,M,1,A,,84
3/4/15,Dixon,Douglas,M,0,A,65,64
3/5/15,Maupin,Wasco,F,4,A,55,72
3/9/15,Malheur River,Malheur,F,6,A,100,78
3/14/15,Willamette,Clackamas,M,1,A,68,70
3/14/15,Alsea,Benton,M,2,C,,81
3/14/15,Indigo,Douglas,M,2,C,,88
3/16/15,Santiam,Clackamas,M,3,A,120,82
3/16/15,Melrose,Douglas,M,2,A,140,88
3/17/15,Malheur River,Malheur,M,4,A,125,73
3/19/15,Klamath Falls,Klamath,F,2,A,90,76
3/24/15,Sixes,Curry,M,4,A,134,81
3/24/15,Melrose,Douglas,M,1,A,125,87
3/25/15,Paulina,Deschutes,M,2,A,118,85
3/25/15,Santiam,Clackamas,M,7,A,152,90
3/31/15,Ukiah,Umatilla,M,2,A,138,74
4/1/15,Juniper,Harney,M,4,A,160,83
4/2/15,Alsea,Lincoln,M,3,C,,95
4/3/15,Siuslaw,Douglas,M,1,A,140,80
4/5/15,McKenzie,Lane,M,1,C,,88
4/7/15,Heppner,Grant,M,4,A,140,78
4/9/15,Melrose,Douglas,M,0,A,58,65
4/9/15,Alsea,Benton,M,5,A,140,82
4/10/15,Santiam,Linn,M,6,A,130,85
4/12/15,Melrose,Douglas,M,2,A,110,80
4/13/15,Minam,Wallowa,M,1,C,,75
4/15/15,Willamette,Lane,M,3,A,123,82
4/17/15,Dixon,Douglas,F,5,A,85,73
4/19/15,Wagontire,Deschutes,M,1,B,,77
4/20/15,Melrose,Douglas,F,0,A,55,64
4/20/15,Melrose,Douglas,F,1,A,57,70
4/22/15,Alsea,Benton,M,3,A,141,87
4/27/15,Willamette,Linn,F,4,A,92,79
4/28/15,Siuslaw,Douglas,M,5,A,125,85
4/29/15,Lookout Mtn,Baker,F,3,C,,86
4/30/15,Ukiah,Umatilla,M,6,B,112,78
4/30/15,Tioga,Coos,M,1,A,90,79
4/30/15,Indigo,Douglas,M,1,C,,96
5/3/15,Wenaha,Wallowa,F,0,C,,64
5/3/15,Alsea,Lincoln,F,7,A,72,74
5/5/15,Santiam,Linn,F,1,A,62,72
5/5/15,Santiam,Marion,M,2,C,,82
5/5/15,Starkey,Union,F,3,A,82,
5/8/15,Trask,Tillamook,M,3,A,,82
5/12/15,Fossil,Wheeler,M,4,A,141,81
5/13/15,Santiam,Linn,F,1,A,64,74
5/17/15,Tioga,Coos,F,7,A,95,74
5/19/15,Tioga,Douglas,M,1,A,57,72
5/20/15,Rogue,Jackson,F,4,A,85,76
5/21/15,Evans Creek,Jackson,M,4,B,,77
5/22/15,Melrose,Douglas,M,1,A,47,69
5/24/15,McKenzie,Lane,M,9,C,,88
5/26/15,McKenzie,Lane,M,1,C,,82
5/26/15,Santiam,Multnomah,M,0,A,12,
5/27/15,Rogue,Jackson,F,0,A,40,63
5/27/15,Mt Emily,Umatilla,F,1,A,81,70
5/28/15,Santiam,Clackamas,M,4,C,,83
5/31/15,McKenzie,Lane,F,4,A,83,77
6/5/15,Melrose,Douglas,F,6,A,95,76
6/6/15,Siuslaw,Lane,M,6,C,,78
6/10/15,Pine Creek,Baker,F,1,C,,72
6/16/15,Tioga,Douglas,F,2,A,60,70
6/19/15,Hood,Hood River,M,1,A,,76
6/23/15,Willamette,Linn,M,1,C,,76
6/27/15,Alsea,Polk,M,1,B,,76
6/29/15,Applegate,Josephine,M,5,A,113,79
7/2/15,Melrose,Douglas,F,2,A,68,70
7/3/15,Mt Emily,Umatilla,F,2,C,,76
7/3/15,Wenaha,Union,M,5,C,,82
7/7/15,Murderers Creek,Grant,M,3,A,,79
7/17/15,Sled Springs,Wallowa,M,4,A,,80
7/22/15,Maury,Crook,M,5,A,145,85
7/27/15,Warner,Lake,F,2,A,,68
7/30/15,Melrose,Douglas,M,1,A,,72
7/30/15,Melrose,Douglas,M,3,A,,73
8/3/15,Tioga,Douglas,M,9,A,140,83
8/5/15,Murderers Creek,Grant,M,1,A,,70
8/5/15,Alsea,Lincoln,F,1,A,,74
8/6/15,Melrose,Douglas,M,5,A,103,80
8/8/15,Santiam,Multnomah,F,1,C,,75
8/9/15,Santiam,Clackamas,M,2,A,,78
8/10/15,Biggs,Wasco,M,1,C,,89
8/11/15,Alsea,Lincoln,M,5,B,,80
8/11/15,Stott Mtn,Polk,M,4,A,117,82
8/12/15,Santiam,Multnomah,F,0,A,,67
8/14/15,Northside,Grant,M,2,C,,73
8/17/15,Willamette,Benton,M,4,A,117,81
8/17/15,Santiam,Clackamas,M,4,C,,91
8/19/15,Willamette,Benton,M,1,A,78,72
8/23/15,Alsea,Lincoln,M,4,A,95,75
8/23/15,Alsea,Lincoln,M,2,A,120,85
8/27/15,Evans Creek,Douglas,M,1,A,101,78
8/27/15,McKenzie,Lane,M,9,A,85,
8/29/15,Northside,Grant,F,1,C,,72
8/30/15,Heppner,Morrow,M,3,C,,95
9/3/15,McKenzie,Lane,M,5,B,,84
9/7/15,Siuslaw,Lane,F,0,A,37,57
9/7/15,Stott Mtn,Polk,M,4,A,110,86
9/8/15,Murderers Creek,Grant,F,3,A,90,71
9/8/15,Ochoco,Crook,M,3,A,,85
9/8/15,Fossil,Wheeler,M,4,C,,86
9/9/15,Evans Creek,Douglas,M,3,A,130,84
9/10/15,Paulina,Deschutes,F,1,C,,64
9/12/15,Beulah,Grant,F,2,C,,77
9/15/15,Silvies,Harney,M,1,B,80,77
9/15/15,Stott Mtn,Polk,M,2,A,94,80
9/15/15,Evans Creek,Douglas,M,3,A,112,82
9/17/15,Alsea,Lincoln,M,2,A,,75
9/18/15,Evans Creek,Jackson,M,3,A,129,86
9/18/15,Willamette,Clackamas,M,3,C,,91
9/18/15,Ochoco,Grant,F,2,A,90,
9/20/15,Desolation,Grant,M,10,C,,99
9/20/15,Alsea,Lincoln,M,6,B,131,
9/22/15,Evans Creek,Jackson,M,6,A,126,83
9/23/15,Maupin,Wasco,M,0,A,,60
9/23/15,Dixon,Douglas,M,2,A,115,80
10/2/15,Klamath Falls,Klamath,M,4,C,,76
10/2/15,Melrose,Douglas,M,6,A,125,86
10/2/15,Northside,Grant,M,2,A,105,
10/4/15,Heppner,Morrow,F,2,C,,83
10/4/15,Willamette,Clackamas,M,2,A,126,85
10/4/15,Silvies,Harney,M,3,B,,86
10/5/15,Trask,Tillamook,F,2,B,,71
10/5/15,Maury,Crook,F,3,A,,73
10/5/15,Desolation,Grant,M,3,B,,80
10/6/15,Trask,Tillamook,F,1,A,64,68
10/6/15,Sumpter,Baker,F,3,C,,80
10/6/15,Warner,Lake,F,6,C,,81
10/6/15,Pine Creek,Baker,M,11,C,,100
10/8/15,Sixes,Coos,M,1,B,78,77
10/9/15,Applegate,Jackson,F,4,B,,76
10/9/15,Murderers Creek,Grant,F,10,C,,84
10/9/15,Silvies,Harney,M,2,B,120,89
10/10/15,Malheur River,Harney,F,3,C,,78
10/10/15,Heppner,Morrow,F,4,C,,78
10/10/15,Ochoco,Grant,F,7,C,,91
10/11/15,Murderers Creek,Grant,F,0,A,25,53
10/11/15,Murderers Creek,Grant,M,4,A,135,75
10/11/15,Interstate,Lake,M,3,A,136,85
10/13/15,Melrose,Douglas,F,5,A,75,74
10/14/15,Maury,Crook,F,0,A,33,56
10/15/15,Melrose,Douglas,M,1,A,,78
10/16/15,Minam,Wallowa,M,6,A,150,80
10/17/15,Applegate,Jackson,F,1,A,70,71
10/19/15,Alsea,Benton,F,2,A,,78
10/19/15,Santiam,Clackamas,M,4,C,,88
10/19/15,White River,Wasco,F,1,C,,89
10/21/15,Indigo,Douglas,M,5,A,130,79
10/21/15,Melrose,Douglas,F,6,A,115,
10/23/15,Santiam,Clackamas,F,1,C,,76
10/25/15,Dixon,Douglas,M,3,B,95,73
10/25/15,Santiam,Marion,M,3,B,,80
10/25/15,Willamette,Polk,M,1,C,,87
10/25/15,McKenzie,Linn,M,4,C,,92
10/26/15,Alsea,Lincoln,F,2,C,,71
10/27/15,Alsea,Benton,M,1,C,,86
10/28/15,Alsea,Benton,M,4,C,,101
10/29/15,Alsea,Lincoln,M,2,A,,72
10/30/15,Starkey,Union,M,5,C,,95
10/30/15,Tioga,Douglas,M,1,A,100,
10/31/15,Desolation,Grant,F,4,A,87,90
11/2/15,Santiam,Clackamas,M,1,C,,71
11/2/15,Santiam,Marion,F,2,C,,79
11/3/15,Santiam,Clackamas,F,2,A,91,76
11/6/15,Imnaha,Wallowa,M,9,A,,81
11/6/15,Trask,Tillamook,M,9,B,,83
11/7/15,Northside,Grant,F,3,C,,81
11/9/15,Melrose,Douglas,M,0,A,37,55
11/10/15,Silvies,Harney,M,6,A,,77
11/13/15,Biggs,Sherman,F,1,C,,80
11/13/15,Fort Rock,Klamath,M,2,C,,85
11/14/15,Saddle Mtn,Columbia,M,6,C,,80
11/15/15,Tioga,Coos,M,4,A,130,92
11/16/15,Dixon,Douglas,F,1,A,30,64
11/17/15,Melrose,Douglas,M,2,A,103,79
11/19/15,Sumpter,Baker,M,6,A,125,75
11/20/15,Indigo,Douglas,M,2,C,,72
11/20/15,Imnaha,Wallowa,M,5,C,,84
11/21/15,Silvies,Harney,F,2,A,125,78
11/23/15,Siuslaw,Lane,F,1,A,53,74
11/24/15,Stott Mtn,Polk,M,8,C,,99
11/26/15,Ukiah,Umatilla,F,5,C,,72
11/26/15,Ochoco,Crook,M,7,C,,103
11/27/15,Maupin,Wasco,F,3,A,,77
11/28/15,Maupin,Wasco,F,0,A,,58
11/29/15,Fort Rock,Lake,F,2,B,,63
11/30/15,Beatys Butte,Lake,F,2,A,70,76
11/30/15,Rogue,Jackson,M,3,A,125,
12/1/15,Heppner,Morrow,F,6,C,,71
12/1/15,Santiam,Clackamas,M,1,C,,77
12/2/15,Sumpter,Baker,F,2,A,80,72
12/7/15,Santiam,Linn,F,1,B,,72
12/8/15,Interstate,Lake,F,0,A,14,38
12/10/15,Lookout Mtn,Baker,F,2,A,80,
12/11/15,Silvies,Harney,M,6,A,160,
12/12/15,Maury,Crook,M,9,A,130,83
12/12/15,Santiam,Clackamas,F,2,B,,86
12/12/15,Owyhee,Malheur,M,1,A,105,
12/13/15,Rogue,Jackson,F,2,A,71,69
12/15/15,Grizzly,Jefferson,F,4,A,,76
12/15/15,Fossil,Wheeler,M,9,A,152,77
12/15/15,Imnaha,Wallowa,M,10,C,,92
12/16/15,Grizzly,Jefferson,F,0,A,,58
12/16/15,Grizzly,Jefferson,M,0,A,,60
12/18/15,White River,Wasco,F,0,A,,50
12/18/15,White River,Wasco,M,0,A,,55
12/18/15,White River,Wasco,F,0,A,,55
12/18/15,White River,Wasco,F,8,A,,77
12/18/15,Biggs,Wasco,F,8,C,,89
12/20/15,Biggs,Wasco,F,1,B,87,76
12/22/15,Fossil,Wheeler,F,3,A,83,78
12/23/15,Minam,Wallowa,F,2,B,90,81
12/23/15,Rogue,Jackson,M,3,A,117,86
12/24/15,Biggs,Wheeler,M,10,A,144,86
12/27/15,Biggs,Wasco,F,2,B,,77
12/29/15,McKenzie,Lane,F,1,A,70,76
12/30/15,Biggs,Sherman,M,2,A,,80
12/31/15,Starkey,Union,M,4,C,,97
1/1/16,Willamette,Polk,F,4,C,,77
1/2/16,Interstate,Lake,M,0,A,63,68
1/2/16,Interstate,Lake,F,6,A,87,72
1/2/16,Metolius,Jefferson,M,6,C,,93
1/3/16,Interstate,Lake,M,0,A,63,68
1/6/16,Melrose,Douglas,F,3,A,74,73
1/8/16,Hood,Hood River,F,0,A,,74
1/9/16,Santiam,Clackamas,M,5,C,,101
1/10/16,Tioga,Douglas,M,0,A,23,50
1/10/16,Dixon,Douglas,M,0,A,50,57
1/10/16,Interstate,Lake,F,0,A,40,61
1/10/16,Interstate,Lake,F,4,A,97,81
1/11/16,Tioga,Douglas,F,1,A,83,73
1/11/16,Ukiah,Umatilla,M,4,A,134,82
1/11/16,Interstate,Lake,M,2,A,107,84
1/11/16,Metolius,Deschutes,F,3,C,,87
1/11/16,Walla Walla,Umatilla,M,12,A,145,
1/12/16,Beatys Butte,Lake,F,1,C,,72
1/12/16,Sumpter,Baker,M,3,B,158,79
1/13/16,Minam,Wallowa,F,1,A,,72
1/13/16,Desolation,Grant,F,2,C,,85
1/15/16,Evans Creek,Douglas,M,3,A,115,81
1/18/16,Malheur River,Harney,M,1,A,130,75
