Date,Management Unit,County,Sex,Age,materialSampleType,Weight,Length
4/27/08,Grizzly,Jefferson,M,3,C,,83
4/27/08,Applegate,Jackson,M,5,A,119,85
5/3/08,Fossil,Wheeler,F,0,A,60,54
5/3/08,White River,Wasco,M,0,B,,65
5/3/08,Evans Creek,Jackson,M,3,A,122,80
5/3/08,Chetco,Curry,M,1,B,,83
5/4/08,Silver Lake,Lake,F,3,A,70,75
5/5/08,Melrose,Douglas,F,0,A,15,40
5/5/08,Melrose,Douglas,F,0,A,17,40
5/5/08,Evans Creek,Jackson,M,1,A,77,75
5/7/08,Northside,Grant,F,0,A,50,60
5/7/08,Melrose,Douglas,F,5,A,75,76
5/7/08,Santiam,Multnomah,F,4,A,78,79
5/7/08,Melrose,Douglas,M,6,A,137,89
5/8/08,Evans Creek,Jackson,F,6,A,90,72
5/10/08,Siuslaw,Douglas,M,3,A,138,80
5/11/08,Melrose,Douglas,M,0,A,52,63
5/12/08,Dixon,Douglas,M,1,A,83,75
5/16/08,McKenzie,Lane,F,3,A,79,75
5/16/08,McKenzie,Lane,M,1,A,106,80
5/19/08,Alsea,Lincoln,F,1,A,,69
5/19/08,Siuslaw,Lane,F,2,A,85,71
5/19/08,Melrose,Douglas,F,3,A,85,72
5/19/08,Murderers Creek,Grant,M,2,A,70,76
5/21/08,Fossil,Wheeler,M,3,A,143,88
5/23/08,Alsea,Lincoln,F,2,A,,69
5/23/08,Wenaha,Wallowa,F,4,C,,93
5/25/08,Grizzly,Crook,M,2,C,,80
5/26/08,Upper Deschutes,Deschutes,M,5,C,,87
5/28/08,Chetco,Curry,M,1,C,,80
5/28/08,Alsea,Lane,M,2,A,138,85
5/29/08,Alsea,Lane,F,4,A,,67
5/31/08,Evans Creek,Jackson,M,1,A,35,64
5/31/08,Rogue,Jackson,M,2,A,90,80
6/2/08,Owyhee,Malheur,M,3,C,,89
6/3/08,Owyhee,Malheur,M,4,C,,85
6/5/08,Grizzly,Jefferson,F,3,A,110,88
6/16/08,McKenzie,Lane,M,1,A,93,77
6/17/08,Applegate,Jackson,M,7,A,128,82
6/18/08,Melrose,Douglas,M,2,A,80,74
6/23/08,Tioga,Douglas,M,0,A,37,61
6/23/08,Tioga,Douglas,M,0,A,37,61
6/23/08,Indigo,Douglas,F,1,A,50,67
6/27/08,Applegate,Jackson,F,2,A,80,71
6/27/08,Tioga,Douglas,F,3,A,65,73
7/4/08,Santiam,Clackamas,M,1,A,46,64
7/7/08,Walla Walla,Umatilla,M,6,A,127,76
7/7/08,McKenzie,Lane,M,6,A,,83
7/12/08,Applegate,Josephine,M,2,A,120,76
7/24/08,McKenzie,Lane,F,0,A,,61
7/26/08,Malheur River,Harney,F,0,A,40,58
8/1/08,Ukiah,Umatilla,M,3,C,,89
8/2/08,Heppner,Morrow,F,5,A,89,79
8/2/08,McKenzie,Lane,M,0,A,30,
8/4/08,McKenzie,Linn,F,0,A,,59
8/6/08,Chetco,Josephine,M,3,A,129,81
8/7/08,Rogue,Jackson,M,1,A,96,76
8/9/08,Rogue,Jackson,F,5,A,76,76
8/9/08,Rogue,Jackson,M,1,A,87,76
8/10/08,Tioga,Coos,M,2,C,,88
8/15/08,Siuslaw,Douglas,F,3,A,78,71
8/16/08,Lookout Mtn,Baker,M,1,A,,67
8/19/08,Sled Springs,Wallowa,F,1,A,66,67
8/19/08,Mt Emily,Union,F,6,A,92,74
8/20/08,Malheur River,Harney,M,10,A,128,81
8/20/08,Dixon,Douglas,M,5,A,145,88
8/23/08,Applegate,Jackson,M,0,A,20,48
8/24/08,Walla Walla,Umatilla,M,1,A,85,68
8/27/08,Ukiah,Umatilla,F,1,C,,73
8/30/08,Siuslaw,Lane,M,1,A,58,66
8/31/08,Murderers Creek,Grant,F,6,C,,88
9/1/08,Rogue,Jackson,M,2,A,106,78
9/3/08,Siuslaw,Lane,M,1,A,65,72
9/4/08,Wenaha,Union,F,6,A,101,73
9/4/08,Starkey,Union,F,3,C,,80
9/4/08,Columbia Basin,Gilliam,M,2,A,115,81
9/8/08,Keno,Klamath,F,2,B,65,67
9/8/08,Northside,Grant,F,2,A,75,71
9/9/08,Chetco,Curry,F,1,A,52,71
9/10/08,Santiam,Linn,F,1,B,,72
9/11/08,Ochoco,Crook,F,3,C,,76
9/12/08,Dixon,Douglas,M,3,C,,88
9/14/08,Trask,Tillamook,F,1,C,,73
9/15/08,Alsea,Lincoln,M,2,C,,87
9/16/08,Melrose,Douglas,F,7,A,68,73
9/16/08,Mt Emily,Umatilla,M,1,A,102,75
9/21/08,Sumpter,Baker,F,4,A,75,72
9/22/08,Sled Springs,Wallowa,F,1,A,80,70
9/22/08,Dixon,Douglas,M,3,B,110,83
9/24/08,Powers,Douglas,F,3,A,76,74
9/24/08,McKenzie,Linn,M,1,A,92,76
9/24/08,McKenzie,Lane,M,0,A,30,
9/25/08,Wenaha,Union,M,2,A,101,78
9/26/08,McKenzie,Linn,F,1,B,,70
9/26/08,Beulah,Malheur,M,3,A,155,82
9/26/08,Beulah,Malheur,M,3,A,135,86
9/28/08,Indigo,Lane,F,2,B,73,75
9/28/08,Columbia Basin,Morrow,M,2,C,,76
9/29/08,Beulah,Malheur,F,1,A,80,
10/2/08,Beulah,Malheur,M,2,A,145,89
10/3/08,Beulah,Malheur,M,4,A,125,84
10/4/08,Upper Deschutes,Lane,M,2,C,,72
10/4/08,Northside,Grant,M,4,A,125,78
10/5/08,Keno,Klamath,F,1,A,81,68
10/5/08,Paulina,Deschutes,F,2,A,72,78
10/5/08,Silvies,Harney,M,3,A,,79
10/5/08,Catherine Creek,Union,M,4,B,,79
10/5/08,Heppner,Morrow,F,2,C,,88
10/6/08,Malheur River,Malheur,F,2,C,,77
10/7/08,Murderers Creek,Grant,M,6,B,130,80
10/8/08,Heppner,Grant,F,2,A,93,77
10/8/08,Silvies,Harney,F,3,C,,78
10/8/08,Ukiah,Umatilla,F,3,C,,79
10/8/08,Keno,Klamath,F,1,A,58,
10/9/08,Alsea,Benton,F,2,A,88,88
10/9/08,Mt Emily,Umatilla,M,5,C,,92
10/10/08,Owyhee,Malheur,M,4,C,,75
10/11/08,Sumpter,Baker,M,7,B,130,84
10/12/08,Beulah,Grant,M,2,C,,73
10/12/08,Beulah,Grant,F,5,A,80,
10/14/08,Stott Mtn,Polk,M,6,A,130,83
10/15/08,Wenaha,Union,M,1,A,69,60
10/15/08,Starkey,Union,F,1,A,83,76
10/18/08,Sixes,Curry,M,3,A,98,79
10/21/08,McKenzie,Linn,M,0,A,42,67
10/24/08,Santiam,Clackamas,F,2,B,,73
10/24/08,Beulah,Malheur,M,3,A,105,79
10/24/08,Beulah,Malheur,M,3,A,110,80
10/24/08,Sixes,Curry,M,3,C,,91
10/26/08,Melrose,Douglas,F,2,C,,69
10/26/08,Santiam,Marion,M,3,C,,99
10/29/08,Applegate,Jackson,M,3,A,73,68
10/29/08,Willamette,Lane,M,2,A,124,81
10/31/08,Santiam,Marion,F,2,C,,78
10/31/08,McKenzie,Lane,M,1,A,99,79
10/31/08,Dixon,Douglas,M,1,A,78,81
11/1/08,Sled Springs,Wallowa,F,1,B,,72
11/1/08,McKenzie,Lane,F,3,A,90,76
11/2/08,Willamette,Linn,F,1,C,,72
11/2/08,Upper Deschutes,Deschutes,F,2,B,100,79
11/2/08,Whitehorse,Malheur,M,3,C,,84
11/6/08,Mt Emily,Union,F,5,A,102,79
11/8/08,Ochoco,Grant,F,0,A,18,39
11/9/08,Mt Emily,Union,F,1,A,56,67
11/11/08,Fossil,Wheeler,F,3,A,90,80
11/11/08,Fossil,Wheeler,F,10,C,,81
11/12/08,Stott Mtn,Polk,F,1,A,70,77
11/12/08,Sumpter,Baker,M,5,C,,80
11/13/08,Heppner,Morrow,M,6,A,136,88
11/14/08,Biggs,Wasco,F,2,C,,76
11/14/08,Ukiah,Umatilla,M,10,C,,93
11/15/08,Northside,Grant,M,0,A,21,42
11/15/08,White River,Wasco,M,3,B,,81
11/16/08,Starkey,Union,F,2,A,82,70
11/16/08,Biggs,Wheeler,M,2,A,144,86
11/18/08,Minam,Wallowa,M,2,C,,92
11/18/08,Wagontire,Harney,F,5,A,78,
11/20/08,Alsea,Benton,F,8,C,,78
11/22/08,Fossil,Wheeler,F,1,A,78,77
11/24/08,Beulah,Malheur,F,5,A,110,77
11/25/08,Powers,Douglas,F,2,A,54,73
11/25/08,Maury,Crook,M,3,A,166,76
11/26/08,Rogue,Jackson,F,1,A,56,69
11/29/08,Siuslaw,Lane,F,0,A,17,47
11/29/08,Siuslaw,Lane,F,0,A,17,51
12/2/08,Klamath Falls,Klamath,M,3,A,130,78
12/6/08,Santiam,Marion,M,0,C,,71
12/6/08,Santiam,Marion,M,2,A,83,77
12/6/08,White River,Wasco,M,3,A,130,84
12/7/08,Dixon,Douglas,M,0,A,52,70
12/7/08,Melrose,Douglas,F,1,C,,80
12/8/08,Fossil,Wheeler,F,3,A,76,69
12/8/08,Heppner,Morrow,M,5,A,137,78
12/9/08,Heppner,Grant,M,6,A,141,86
12/10/08,Alsea,Lincoln,M,10,A,160,90
12/11/08,Dixon,Douglas,M,1,A,84,77
12/13/08,Applegate,Jackson,F,1,C,,75
12/13/08,Tioga,Coos,F,3,B,75,77
12/13/08,Beulah,Malheur,M,2,A,90,78
12/13/08,Metolius,Jefferson,M,5,C,,88
12/14/08,Lookout Mtn,Baker,M,0,A,40,48
12/15/08,Ochoco,Crook,F,3,A,80,77
12/15/08,Indigo,Douglas,M,2,A,125,82
12/16/08,Santiam,Clackamas,F,4,B,,77
12/16/08,Applegate,Jackson,M,4,A,127,78
12/17/08,Klamath Falls,Klamath,M,4,A,114,73
12/17/08,Silvies,Harney,M,4,A,152,81
12/17/08,Beulah,Malheur,M,3,A,135,84
12/18/08,Beulah,Malheur,M,8,A,170,86
12/19/08,Ochoco,Grant,F,0,C,,63
12/19/08,Santiam,Clackamas,F,9,B,,75
12/19/08,Heppner,Grant,F,2,A,112,80
12/20/08,Warner,Lake,F,3,A,82,71
12/20/08,Santiam,Linn,M,2,B,85,83
12/21/08,Keating,Baker,M,2,A,80,64
12/21/08,Keating,Baker,F,4,A,88,72
12/21/08,Interstate,Lake,F,2,A,81,73
12/21/08,Steens Mtn,Harney,M,7,C,,97
12/22/08,Catherine Creek,Union,M,6,A,124,83
12/23/08,Dixon,Douglas,M,3,A,130,84
12/26/08,Ukiah,Umatilla,F,2,A,48,64
12/27/08,Klamath Falls,Klamath,F,10,A,75,73
12/27/08,Steens Mtn,Harney,F,10,A,100,78
12/27/08,Keating,Baker,F,9,C,,81
12/27/08,Santiam,Linn,F,1,C,,86
12/28/08,Grizzly,Jefferson,F,1,C,,88
12/28/08,Ochoco,Crook,M,3,A,125,90
12/30/08,Alsea,Benton,F,4,C,,83
12/30/08,Maupin,Wasco,F,3,C,,88
12/31/08,Sumpter,Baker,M,0,A,,65
12/31/08,Sumpter,Baker,F,3,A,,78
12/31/08,Desolation,Grant,M,3,C,,85
12/31/08,Sumpter,Baker,F,2,A,90,
1/1/09,Heppner,Grant,F,3,B,97,73
1/1/09,Sumpter,Baker,M,3,C,,108
1/3/09,Applegate,Josephine,M,2,A,104,77
1/4/09,Mt Emily,Union,M,3,A,122,78
1/4/09,Biggs,Wasco,F,6,A,103,80
1/4/09,Mt Emily,Union,M,3,A,122,80
1/4/09,Stott Mtn,Polk,M,4,C,,103
1/6/09,Evans Creek,Jackson,F,8,A,89,76
1/6/09,Maury,Deschutes,F,12,C,,88
1/7/09,Alsea,Lincoln,F,3,C,,76
1/7/09,Grizzly,Crook,M,8,C,,92
1/8/09,Keating,Baker,M,8,A,122,79
1/8/09,Sumpter,Baker,F,4,A,96,80
1/8/09,Sumpter,Baker,M,4,A,120,86
1/9/09,Metolius,Deschutes,M,3,C,,90
1/10/09,Beulah,Malheur,F,5,C,,84
1/10/09,Grizzly,Crook,M,3,C,,86
1/11/09,Murderers Creek,Grant,M,3,A,110,79
1/11/09,Sumpter,Baker,M,9,A,142,82
1/14/09,Beulah,Malheur,M,0,A,25,46
1/14/09,Beulah,Malheur,M,0,A,25,46
1/14/09,Beulah,Malheur,F,0,A,25,46
1/17/09,Warner,Lake,M,3,A,93,78
1/18/09,Steens Mtn,Harney,M,5,C,,84
1/20/09,Santiam,Marion,F,0,C,,53
1/20/09,Willamette,Linn,M,0,A,92,76
1/20/09,Biggs,Sherman,M,4,A,155,84
1/25/09,Mt Emily,Umatilla,F,2,C,,59
1/25/09,Rogue,Jackson,M,1,A,86,73
1/25/09,Rogue,Jackson,F,8,A,105,80
1/26/09,Maury,Crook,F,2,C,,78
1/26/09,Fossil,Wheeler,M,5,C,,91
1/27/09,Fossil,Wheeler,F,0,A,50,61
1/27/09,Fossil,Wheeler,M,0,A,62,66
1/27/09,Heppner,Grant,F,4,A,78,74
1/27/09,Fossil,Wheeler,F,7,A,95,76
1/27/09,Ochoco,Crook,M,2,A,165,87
1/28/09,Starkey,Union,F,3,A,95,68
1/28/09,Sumpter,Baker,F,2,A,95,72
1/28/09,Keating,Baker,F,4,A,100,77
1/29/09,Heppner,Grant,F,0,A,35,42
1/29/09,Siuslaw,Douglas,F,1,A,45,70
1/29/09,Northside,Grant,M,8,A,165,90
1/31/09,Fossil,Wheeler,F,3,C,,87
2/1/09,Warner,Lake,M,6,B,120,78
2/1/09,McKenzie,Linn,F,7,C,,88
2/2/09,Sumpter,Baker,F,5,A,90,72
2/2/09,Santiam,Linn,M,6,C,,93
2/2/09,Tioga,Coos,M,3,B,130,
2/3/09,Maupin,Wasco,F,3,A,90,77
2/3/09,Powers,Douglas,M,2,A,118,86
2/4/09,Wenaha,Union,M,0,A,55,60
2/4/09,Paulina,Lake,M,9,A,111,84
2/4/09,Indigo,Lane,M,4,A,155,89
2/4/09,Ukiah,Umatilla,F,3,A,87,
2/7/09,Applegate,Jackson,M,1,A,76,70
2/9/09,Ukiah,Umatilla,F,3,A,80,67
2/9/09,Keno,Klamath,F,8,A,87,69
2/9/09,Klamath Falls,Klamath,M,2,A,110,75
2/9/09,Heppner,Umatilla,M,4,A,138,79
2/10/09,Malheur River,Harney,M,9,A,155,89
2/11/09,Melrose,Douglas,M,1,A,90,78
2/11/09,Ochoco,Crook,F,2,C,,91
2/11/09,Sumpter,Baker,F,0,A,44,
2/12/09,Grizzly,Crook,F,0,A,43,62
2/12/09,Rogue,Jackson,F,1,A,69,79
2/12/09,Sprague,Klamath,M,3,A,149,80
2/12/09,Catherine Creek,Union,M,3,A,110,82
2/14/09,Siuslaw,Douglas,F,0,B,42,66
2/14/09,Malheur River,Harney,M,4,A,150,80
2/14/09,Warner,Lake,M,9,C,,84
2/16/09,Juniper,Harney,M,0,A,45,56
2/16/09,Juniper,Harney,F,5,A,95,68
2/16/09,Beulah,Malheur,M,7,A,125,79
2/16/09,Grizzly,Jefferson,M,3,A,152,82
2/16/09,Beatys Butte,Lake,M,10,C,,89
2/18/09,Walla Walla,Umatilla,M,3,B,,79
2/18/09,Biggs,Wheeler,M,2,C,,83
2/20/09,Evans Creek,Jackson,F,4,A,74,78
2/21/09,Paulina,Lake,M,0,A,,56
2/23/09,Paulina,Lake,F,0,A,,50
2/23/09,Paulina,Lake,M,0,A,,58
2/25/09,White River,Wasco,M,0,A,,56
2/25/09,White River,Wasco,M,0,A,,57
2/25/09,Malheur River,Malheur,F,6,B,90,77
2/27/09,Paulina,Lake,F,0,C,,58
2/27/09,Evans Creek,Jackson,F,3,A,89,74
2/27/09,Catherine Creek,Union,M,3,A,106,74
2/28/09,Ukiah,Umatilla,F,0,A,33,49
2/28/09,Ukiah,Umatilla,M,0,A,40,52
2/28/09,Murderers Creek,Grant,F,6,C,,65
2/28/09,Ukiah,Umatilla,F,5,A,94,74
2/28/09,Malheur River,Harney,M,3,A,130,82
3/1/09,Steens Mtn,Harney,F,3,A,87,76
3/3/09,Paulina,Lake,F,0,C,,59
3/3/09,Catherine Creek,Union,M,2,A,108,78
3/4/09,Evans Creek,Jackson,F,0,A,43,60
3/4/09,Warner,Lake,F,3,A,80,72
3/5/09,Sumpter,Baker,M,3,A,135,75
3/7/09,Ukiah,Umatilla,F,0,A,29,51
3/7/09,Ukiah,Umatilla,F,0,A,31,53
3/7/09,Ukiah,Umatilla,F,3,A,80,70
3/7/09,Willamette,Linn,M,1,A,122,77
3/8/09,Heppner,Umatilla,F,0,A,54,61
3/8/09,Malheur River,Harney,M,2,A,90,72
3/8/09,Malheur River,Harney,F,2,C,,73
3/8/09,White River,Wasco,M,5,C,,96
3/9/09,Tioga,Coos,F,9,C,,66
3/9/09,Warner,Lake,M,3,A,121,78
3/9/09,Grizzly,Crook,F,5,A,100,80
3/9/09,Heppner,Wheeler,M,8,A,135,82
3/10/09,Minam,Wallowa,M,4,A,,83
3/11/09,Santiam,Clackamas,M,0,C,,75
3/11/09,Heppner,Umatilla,M,8,A,132,81
3/12/09,Melrose,Douglas,M,0,A,48,62
3/12/09,Melrose,Douglas,F,0,A,38,63
3/12/09,Heppner,Umatilla,M,3,A,118,83
3/13/09,Desolation,Umatilla,F,7,A,102,77
3/13/09,Maupin,Wasco,M,1,A,96,79
3/14/09,Ukiah,Umatilla,M,0,A,40,56
3/14/09,Ukiah,Umatilla,F,0,A,36,60
3/14/09,Ukiah,Umatilla,M,0,A,39,61
3/14/09,Santiam,Clackamas,M,7,C,,105
3/15/09,Ukiah,Umatilla,F,0,A,30,57
3/15/09,Ukiah,Umatilla,F,0,A,30,58
3/15/09,Murderers Creek,Grant,F,1,C,,65
3/15/09,White River,Hood River,F,4,B,,79
3/16/09,Malheur River,Malheur,F,0,A,43,58
3/17/09,Alsea,Lincoln,M,4,C,,84
3/19/09,Dixon,Douglas,M,1,A,96,76
3/21/09,Lookout Mtn,Baker,F,0,A,25,45
3/23/09,Rogue,Jackson,M,4,A,123,87
3/23/09,Beulah,Malheur,M,3,A,155,90
3/26/09,Ukiah,Umatilla,M,2,A,113,78
3/26/09,Dixon,Jackson,M,3,C,,114
3/27/09,Chetco,Curry,F,1,A,52,73
3/27/09,Fossil,Wheeler,M,7,C,,99
3/28/09,Ochoco,Crook,M,2,A,152,87
3/29/09,Mt Emily,Umatilla,M,2,C,,62
4/2/09,Alsea,Benton,F,3,A,,73
4/2/09,Heppner,Grant,F,2,A,,80
4/3/09,Evans Creek,Jackson,M,0,A,31,51
4/3/09,Evans Creek,Douglas,M,0,A,51,61
4/3/09,Willamette,Lane,M,2,A,120,76
4/4/09,Beulah,Malheur,F,0,C,,60
4/4/09,Sumpter,Baker,F,4,C,,78
4/4/09,Rogue,Jackson,F,6,C,,83
4/5/09,Siuslaw,Douglas,M,1,A,85,75
4/6/09,Evans Creek,Douglas,M,0,A,56,63
4/7/09,Applegate,Josephine,F,12,A,70,71
4/7/09,Paulina,Crook,M,5,C,,90
4/9/09,Sumpter,Baker,F,0,C,,66
4/9/09,Willamette,Linn,M,2,A,86,79
4/11/09,Mt Emily,Union,F,4,C,,84
4/12/09,Siuslaw,Lane,M,2,A,87,76
4/15/09,Rogue,Jackson,F,2,A,75,73
4/16/09,Evans Creek,Jackson,F,2,C,,70
4/16/09,Siuslaw,Douglas,M,4,A,115,77
4/18/09,Grizzly,Jefferson,M,4,A,160,87
4/19/09,Tioga,Coos,M,6,C,,112
4/24/09,Tioga,Douglas,F,1,A,,64
4/25/09,Sumpter,Baker,F,0,C,,55
4/25/09,Sumpter,Baker,F,0,C,,55
4/26/09,Grizzly,Jefferson,M,7,A,140,85
4/27/09,Dixon,Douglas,F,2,A,70,72
4/27/09,Snake River,Wallowa,M,6,C,,92
5/3/09,Alsea,Lincoln,F,0,C,,66
5/4/09,Tioga,Coos,F,2,A,76,74
5/7/09,Wenaha,Union,M,1,A,71,63
5/10/09,Snake River,Wallowa,F,3,C,,74
5/11/09,Pine Creek,Baker,M,3,C,,84
5/16/09,Minam,Wallowa,F,4,C,,80
5/16/09,Evans Creek,Jackson,M,2,A,132,82
5/20/09,Santiam,Marion,M,1,A,96,79
5/26/09,Santiam,Marion,F,3,A,74,75
5/27/09,Malheur River,Harney,M,3,C,,99
5/29/09,Willamette,Linn,F,3,A,79,72
5/30/09,Murderers Creek,Grant,M,3,A,130,83
6/8/09,Malheur River,Malheur,F,2,A,75,79
6/8/09,Malheur River,Malheur,F,6,A,110,82
6/14/09,Sixes,Curry,M,3,A,120,78
6/14/09,Melrose,Lane,M,2,A,129,82
6/16/09,McKenzie,Lane,F,1,A,75,74
6/16/09,Malheur River,Malheur,F,1,A,45,75
6/16/09,Malheur River,Malheur,M,0,A,55,77
6/16/09,Malheur River,Malheur,M,0,A,55,77
6/19/09,Chetco,Curry,M,3,A,105,91
6/21/09,Heppner,Morrow,M,2,C,,78
6/22/09,Whitehorse,Malheur,M,4,A,140,90
6/24/09,Keno,Klamath,M,2,A,126,76
6/25/09,Sumpter,Baker,F,1,A,55,
7/11/09,Siuslaw,Lane,M,0,C,,60
7/22/09,McKenzie,Lane,M,2,A,103,76
7/27/09,Indigo,Lane,F,0,A,59,69
7/29/09,Beulah,Malheur,M,5,A,140,90
8/4/09,Indigo,Lane,M,2,A,68,73
8/5/09,Ukiah,Umatilla,M,2,C,,87
8/7/09,Alsea,Benton,F,2,C,,72
8/8/09,Indigo,Lane,F,1,A,51,77
8/15/09,Santiam,Clackamas,M,1,A,56,67
8/16/09,Siuslaw,Douglas,M,6,C,,86
8/17/09,Siuslaw,Douglas,F,1,C,,67
8/19/09,Beulah,Malheur,M,3,A,140,91
8/20/09,Sixes,Curry,M,1,A,95,74
8/20/09,Metolius,Jefferson,M,3,A,122,85
8/22/09,Northside,Grant,F,1,A,44,73
8/22/09,Metolius,Deschutes,M,2,A,100,79
8/27/09,Catherine Creek,Union,F,1,A,60,67
8/27/09,Dixon,Douglas,F,8,A,80,72
8/28/09,Dixon,Douglas,M,1,A,55,65
8/28/09,Dixon,Douglas,F,1,A,75,71
8/29/09,Lookout Mtn,Baker,F,9,A,88,73
8/29/09,Santiam,Clackamas,M,1,C,,75
8/31/09,Dixon,Jackson,F,1,A,61,73
8/31/09,Sled Springs,Wallowa,F,3,C,,73
9/2/09,Desolation,Grant,M,10,C,,87
9/4/09,Alsea,Benton,M,2,A,107,80
9/5/09,Mt Emily,Union,F,1,A,57,67
9/6/09,Sled Springs,Wallowa,F,2,C,,68
9/6/09,Northside,Grant,F,2,C,,72
9/6/09,Silver Lake,Lake,M,5,C,,87
9/7/09,Paulina,Deschutes,F,0,C,,50
9/7/09,Beulah,Grant,M,1,C,,82
9/7/09,Alsea,Lincoln,F,5,C,,85
9/9/09,Santiam,Linn,M,2,B,81,75
9/11/09,Santiam,Linn,F,1,A,55,72
9/11/09,Grizzly,Crook,M,6,A,130,82
9/13/09,Ochoco,Wheeler,M,3,A,132,84
9/14/09,Columbia Basin,Umatilla,M,1,A,54,63
9/14/09,Powers,Douglas,M,2,A,105,80
9/14/09,Sixes,Curry,F,3,B,78,81
9/18/09,Northside,Grant,M,5,C,,95
9/20/09,Indigo,Lane,F,2,A,84,79
9/24/09,McKenzie,Linn,M,3,A,136,87
9/24/09,Alsea,Lincoln,M,2,C,,102
9/28/09,Grizzly,Jefferson,F,2,A,82,72
9/29/09,Alsea,Lincoln,F,1,A,,83
9/29/09,Northside,Grant,M,4,C,,87
10/1/09,Mt Emily,Union,M,2,A,67,76
10/2/09,White River,Wasco,F,2,A,60,68
10/2/09,Malheur River,Harney,F,1,B,70,73
10/3/09,Ukiah,Umatilla,F,3,A,89,72
10/3/09,Sumpter,Baker,F,8,A,117,75
10/3/09,Alsea,Lane,F,5,C,,80
10/3/09,Sumpter,Baker,F,3,C,,91
10/4/09,Santiam,Marion,F,1,A,65,73
10/4/09,Siuslaw,Lane,F,1,C,,78
10/4/09,Alsea,Benton,M,1,A,95,80
10/5/09,Starkey,Union,F,1,B,64,67
10/5/09,Santiam,Clackamas,F,5,A,96,78
10/5/09,Alsea,Lane,F,1,C,,80
10/5/09,Rogue,Jackson,F,1,A,73,
10/6/09,Interstate,Lake,M,1,A,60,73
10/6/09,Alsea,Lincoln,M,1,C,,86
10/7/09,Evans Creek,Douglas,F,3,A,70,73
10/7/09,Evans Creek,Douglas,M,2,A,95,82
10/7/09,Sled Springs,Wallowa,F,1,B,75,
10/10/09,Dixon,Douglas,M,0,A,20,45
10/10/09,Dixon,Douglas,F,0,A,22,47
10/10/09,Tioga,Douglas,M,3,C,,75
10/10/09,Biggs,Sherman,F,1,B,60,77
10/10/09,Sled Springs,Wallowa,F,8,C,,81
10/11/09,Santiam,Clackamas,M,4,C,,98
10/13/09,Melrose,Douglas,M,2,A,110,82
10/14/09,McKenzie,Linn,F,3,A,85,75
10/15/09,Rogue,Jackson,F,3,A,92,74
10/17/09,Alsea,Lincoln,M,2,C,,76
10/17/09,Santiam,Clackamas,F,4,C,,91
10/18/09,Willamette,Lane,M,2,A,121,96
10/20/09,Grizzly,Jefferson,M,5,A,135,84
10/21/09,Santiam,Marion,M,3,B,138,87
10/22/09,Dixon,Douglas,F,1,C,,72
10/22/09,Santiam,Marion,M,3,A,137,86
10/24/09,Chetco,Curry,M,4,C,,88
10/24/09,Keno,Klamath,F,1,A,60,
10/25/09,Santiam,Marion,M,2,B,104,
10/26/09,Stott Mtn,Polk,F,7,A,76,74
10/26/09,Siuslaw,Lane,M,1,A,72,78
10/28/09,Snake River,Wallowa,M,4,A,130,
10/29/09,Silvies,Harney,F,3,C,,86
10/30/09,Santiam,Linn,F,1,C,,69
10/30/09,Willamette,Lane,F,4,A,75,74
10/30/09,Rogue,Jackson,F,9,A,105,78
10/30/09,Heppner,Umatilla,F,2,A,80,
10/31/09,Santiam,Linn,F,2,B,68,74
10/31/09,Alsea,Benton,F,1,B,,84
11/1/09,McKenzie,Lane,M,2,C,,74
11/1/09,Northside,Grant,F,2,C,,77
11/1/09,Stott Mtn,Polk,M,3,C,,85
11/2/09,Sled Springs,Union,F,3,A,92,71
11/2/09,Whitehorse,Malheur,M,6,A,137,89
11/3/09,Applegate,Jackson,F,2,B,59,69
11/4/09,Fossil,Wheeler,M,2,A,147,84
11/4/09,Maupin,Wasco,M,5,A,151,84
11/5/09,McKenzie,Lane,F,2,A,79,74
11/5/09,Melrose,Douglas,F,4,B,77,78
11/8/09,Ukiah,Umatilla,F,2,C,,93
11/9/09,Fort Rock,Lake,M,7,B,,96
11/10/09,Minam,Union,F,3,C,,82
11/10/09,Ukiah,Umatilla,M,5,C,,95
11/14/09,Malheur River,Harney,F,4,A,110,75
11/14/09,Silvies,Harney,M,3,A,115,81
11/15/09,Wenaha,Union,F,2,C,,73
11/16/09,Hood,Hood River,M,0,A,55,
11/18/09,Interstate,Lake,F,4,A,85,83
11/18/09,McKenzie,Lane,M,6,B,123,83
11/21/09,Ukiah,Umatilla,M,2,A,128,85
11/22/09,McKenzie,Lincoln,F,4,C,,84
11/25/09,Maury,Crook,F,2,A,90,78
11/25/09,Maury,Crook,F,1,A,95,79
11/25/09,Santiam,Clackamas,M,7,C,,95
11/28/09,Warner,Lake,F,2,C,,81
11/30/09,Northside,Grant,M,4,C,,83
12/1/09,Ukiah,Umatilla,F,8,A,80,76
12/2/09,Maupin,Wasco,M,7,C,,85
12/3/09,Ukiah,Umatilla,F,5,A,95,87
12/6/09,McKenzie,Lane,F,3,A,79,74
12/7/09,Fossil,Wheeler,M,2,A,115,82
12/8/09,Applegate,Josephine,M,2,A,111,85
12/8/09,Santiam,Linn,M,8,A,188,88
12/12/09,Alsea,Polk,M,2,A,68,70
12/12/09,Fort Rock,Klamath,M,4,C,,88
12/14/09,Ukiah,Umatilla,F,0,A,30,48
12/15/09,McKenzie,Linn,M,2,A,,85
12/16/09,Malheur River,Malheur,F,2,A,80,69
12/16/09,Malheur River,Malheur,F,2,A,85,72
